"OBJECTID_1","OBJECTID","SchoolID","County","SchoolName","Address","City","State","Zipcode","Website","SchoolType","coords.x1","coords.x2"
888,888,92122,"Wake","Reaching Your Goals Academy","1203 Kent Road","Raleigh","NC",27606,"www.reachingyourgoalsinc.com","Independent",637283.355085074,225481.566042375
889,889,85602,"Union","Woodridge School","5306 Woodridge Drive","Monroe","NC",28110,NA,"Independent",457959.194436946,142417.785156267
890,890,72654,"Wake","Rejoice Academy","3510 Edwards Mill Road","Raleigh","NC",27612,"www.rejoiceacademyandperformingartscenter.com","Religious",636412.166457975,230529.157464959
891,891,66169,"Vance","Crossroads Christian School","P.O. Box 249","Henderson","NC",27537,"www.ccscolts.org","Religious",656567.978999868,286092.982116168
892,892,59579,"Vance","Kerr-Vance Academy","700 Vance Academy Road","Henderson","NC",27537,"www.kerrvance.com","Independent",658969.574715334,282281.590094073
893,893,72649,"Vance","North Henderson School","173 E. Parker St.","Henderson","NC",27536,NA,"Religious",664129.287204897,287603.689552771
894,894,119225,"Wake","Rejoice Community School","407 S. Brooks Street","Wake Forest","NC",27587,NA,"Religious",653843.95868719,246945.568714663
895,895,126809,"Wake","Rejoice School of Educ. & Perf. Arts","237 Friendship Chapel Road","Wake Forest","NC",27587,NA,"Religious",653332.822971058,245449.530547105
896,896,135616,"Wake","Renaissance Montessori Sch. of Cary","610 Nottingham Dr.","Cary","NC",27511,NA,"Independent",632773.334029638,223866.367567657
897,897,72650,"Vance","Vance County Learning Center","317 South Garnett Street","Henderson","NC",27536,"www.VCLEARNINGCENTER.ORG","Independent",663021.461211199,285883.562943825
898,898,72655,"Wake","Resurrection Lutheran School","100 West Lochmere Drive","Cary","NC",27518,"www.rlscary.org","Religious",629742.451011315,219588.812843906
899,899,59580,"Vance","Victory Baptist Church School","P.O. Box 592","Henderson","NC",27536,"www.victorybaptistnc.com","Religious",662950.440531352,286152.154787226
900,900,79151,"Wake","Rising Star Christian Academy","PO Box 1473","Wake Forest","NC",27588,"www.rscacademy.com","Religious",653729.324403096,246444.659124983
901,901,105963,"Vance","WestCare N. Carolina Girls Sch.","634 Shepard's Way Lane","Manson","NC",27553,NA,"Independent",667947.288067628,302850.923197586
902,902,59583,"Wake","Sacred Heart Cathedral School","204 Hillsborough Street","Raleigh","NC",27603,"www.cathedral-school.net","Religious",641952.120376031,225310.455500528
903,903,142077,"Wake","Accelerator School LLC","29 S. Circle Drive","Chapel Hill","NC",27516,"www.accelerator.school","Independent",602684.213298475,235788.118589308
904,904,59596,"Wake","Saint Mary's School","900 Hillsborough Street","Raleigh","NC",27603,"www.sms.edu","Independent",641034.310775016,225379.091201207
905,905,59293,"Wake","Al-Iman School","3020 Ligon Street","Raleigh","NC",27607,"www.alimanschool.org","Religious",637425.424267471,226252.702073095
906,906,94492,"Wake","South Wake Preschool & Academy","2275 N. Grassland Dr.","Fuquay-Varina","NC",27526,"www.southwakepa.com","Independent",626793.081141896,207142.916687569
907,907,85603,"Wake","All Saints Academy","4154 Shearon Farms Ave Suite 100","Wake Forest","NC",27587,"www.allsaintsacademy.net","Religious",650349.751218457,239994.64627883
908,908,59711,"Wake","St. Catherine of Siena Cath Sch","520 W. Holding Avenue","Wake Forest","NC",27587,"www.scswf.org/school","Religious",652497.507973572,246746.974381154
909,909,92120,"Wake","An-Noor School","808 Atwater Street","Raleigh","NC",27607,"www.raleighmasjid.org","Religious",637575.744436371,226329.204654001
910,910,59585,"Wake","St. David's School","3400 White Oak Road","Raleigh","NC",27609,"www.sdsw.org","Religious",641308.642193544,229954.61180624
911,911,59772,"Wake","St. Mary Magdalene Catholic Sch","625 Magdala Place","Apex","NC",27502,"www.stmm.net/school","Religious",620933.29489868,218966.451124078
912,912,59876,"Wake","Atlas International School","PO Box 123","Sparta","NC",28675,"www.atlasinternationalschool.com","Independent",419804.706256663,307748.810578594
913,913,59773,"Wake","St. Michael the Archangel Cath Sch","810 High House Road","Cary","NC",27513,"www.stmcary.org","Religious",625737.634477746,225836.787258785
914,914,59767,"Wake","Body of Christ Christian Academy","4501 Spring Forest Road","Raleigh","NC",27616,"www.boccacademy.com","Religious",648739.65215684,233716.192965114
915,915,59674,"Wake","St. Raphael's Catholic School","5815 Falls of Neuse Road","Raleigh","NC",27609,"www.saintraphaelschool.org","Religious",643994.265188801,234278.173824953
916,916,59710,"Wake","Bonner Academy","6216 Hunter Street","Raleigh","NC",27612,"www.bonneracademy.com","Independent",638348.527022101,235305.875699038
917,917,59840,"Wake","St. Thomas More Academy","3109 Spring Forest Road","Raleigh","NC",27616,"www.stmacademy.org","Religious",646779.638177302,233609.093321977
918,918,105778,"Wake","Breakthrough Sch Dev High Lrng","622 Maywood Avenue","Raleigh","NC",27603,"www.breakthroughtemple.com","Religious",640701.469009098,223152.4880889
919,919,59597,"Wake","St. Timothy's School","4523 Six Forks Road","Raleigh","NC",27609,"www.sttimothys.org","Religious",641844.259415169,232128.216426816
920,920,59254,"Wake","Stevens Prep Academy","901 Oak Creek Road","Raleigh","NC",27615,"www.stevensprepacademy.com","Independent",643694.060030294,238757.183461322
921,921,59582,"Wake","Cardinal Gibbons High School","1401 Edwards Mill Road","Raleigh","NC",27607,"www.cghsnc.org","Religious",634327.254562879,227914.812565662
922,922,110863,"Wake","Strategic Academy","3200 Waterfield Dr.","Garner","NC",27529,"www.strategicbh.com","Independent",649389.984483608,214215.301278533
923,923,140552,"Wake","Thales Academy - Knightdale","525 Carolinian Drive","Knightdale","NC",27545,NA,"Independent",656086.86054431,226262.833652655
924,924,92123,"Wake","Thales Academy of Apex","1177 Ambergate Station","Apex","NC",27502,"www.thalesacademy.org","Independent",623479.846878673,220692.030608887
925,925,59673,"Wake","Cary Academy","1500 N. Harrison Avenue","Cary","NC",27513,"www.caryacademy.org","Independent",630269.246465394,229623.153064357
926,926,59633,"Wake","Cary Christian School","1330 Old Apex Road","Cary","NC",27513,"www.carychristianschool.org","Religious",627115.046961475,224652.553991986
927,927,95617,"Wake","Thales Academy of Raleigh","8151 Town Drive","Raleigh","NC",27616,"www.thalesacademy.org","Independent",649276.125767604,235245.935524823
928,928,111219,"Wake","Celebration Christian Academy","3510 Edwards Mill Rd.","Raleigh","NC",27615,NA,"Religious",636412.166457975,230529.157464959
929,929,92124,"Wake","Thales Academy of Wake Forest","3106 Heritage Trade Drive","Wake Forest","NC",27587,"www.thalesacademy.org","Independent",653083.415506317,244393.838279767
930,930,105643,"Wake","Triangle Collaborative School","4000 Bearcat Way, Suite 104","Morrisville","NC",27560,"www.trianglecollab.org","Independent",625791.095344649,230542.16034062
931,931,92125,"Wake","Triangle Montessori Academy","540 East Chatham Street","Cary","NC",27511,"www.trianglemontessori.com","Independent",630449.589973134,226434.087551026
932,932,59768,"Wake","Chesterbrook Acad. of Cary","130 Towne Village Drive","Cary","NC",27513,"www.cary.chesterbrookacademy.com","Independent",624207.130801772,225507.914155317
933,933,105250,"Wake","Trillium Montessori School","10120-210 Green Level Church Rd.","Cary","NC",27519,"www.trilliummontessori.org","Independent",618437.536014917,229830.357916638
934,934,59590,"Wake","Chesterbrook Acad. of Raleigh","10200 Strickland Road","Raleigh","NC",27615,"www.northraleigh.chesterbrookacademy.com","Independent",639714.428787797,238804.998819189
935,935,115772,"Wake","Children's Discovery Center","5511 Avent Ferry Rd.","Raleigh","NC",27606,"www.casparpark.com","Independent",635104.648295978,221996.137433385
936,936,59741,"Wake","Trilogy School","3810 Merton Drive, Suite E","Raleigh","NC",27609,"www.trilogyschool.com","Independent",642711.08740476,230739.180712594
937,937,79147,"Wake","Christian Life Academy","3209 Gresham Lake Rd. Ste. 136","Raleigh","NC",27615,NA,"Religious",647459.19408746,236896.0404991
938,938,59712,"Wake","Trinity Academy of Raleigh","10224 Baileywick Rd.","Raleigh","NC",27613,"www.trinityacademy.com","Religious",637036.301580318,239751.405060358
939,939,125154,"Wake","Commission Leadership Academy","PO Box 61185","Raleigh","NC",27616,NA,"Religious",648445.061208851,233049.936814381
940,940,79152,"Wake","Trinity Christian Academy","6600 Hallelujah Boulevard","Wendell","NC",27591,NA,"Religious",663607.138072572,229193.060587242
941,941,85604,"Wake","Faith Assembly Christian Academy","825 South New Hope Road","Raleigh","NC",27610,NA,"Religious",649374.118543475,223415.604884697
942,942,66174,"Wake","Upper Room Academy","3809 Duxford Drive","Raleigh","NC",27614,NA,"Religious",640807.651603177,247569.054806467
943,943,59801,"Wake","Upper Room Christian Academy","3330 Idlewood Village Drive","Raleigh","NC",27610,"www.urcap.org","Religious",644297.136487967,220442.31861509
944,944,59649,"Wake","Fletcher Academy","400 Cedarview Court","Raleigh","NC",27609,"www.thefletcheracademy.com","Independent",642889.958917761,233758.038556367
945,945,66175,"Wake","Vital Link Private School","608 Royal Street","Raleigh","NC",27607,"www.vitallinkschools.com","Independent",637759.759398674,226444.738425899
946,946,59798,"Wake","Follow the Child Montessori School","3601 Harden Road","Raleigh","NC",27607,"www.followthechild.org","Independent",636592.810591528,228900.152914295
947,947,131722,"Wake","Wake Academy","PO Box 5632","Cary","NC",27512,NA,"Independent",629042.557527849,223540.622000434
948,948,59769,"Wake","Franciscan Catholic School","10000 St. Francis Drive","Raleigh","NC",27613,"www.franciscanschool.org","Religious",632931.140877356,240565.207454404
949,949,59584,"Wake","Friendship Christian School","5510 Falls of Neuse Road","Raleigh","NC",27609,"www.friendshipchristian.net","Religious",644295.212715623,233790.39282533
950,950,121176,"Wake","Gethsemane Christian SDA Jr. Acad.","2523 Sanderford Road","Raleigh","NC",27610,"www.gethsemanesdaschool.org","Religious",644519.016255766,221366.652811103
951,951,59598,"Wake","Wake Christian Academy","5500 Wake Academy Drive","Raleigh","NC",27603,"www.wakechristianacademy.com","Religious",639556.888849918,216856.528071741
952,952,79148,"Wake","Goddard School","10550 Little Brier Creek Lane","Raleigh","NC",27617,"www.goddardschools.com","Independent",628518.752920796,240238.624099715
953,953,94493,"Wake","Wake Forest Montessori School","231 Capcom Ave, Unit 180","Wake Forest","NC",27587,"www.wakeforestmontessori.com","Independent",652409.668442793,243901.375198025
954,954,59287,"Wake","Word of God Christian Academy","3000 Rock Quarry Rd.","Raleigh","NC",27610,"www.wogca.org","Religious",645944.952452841,221638.432128055
955,955,115769,"Wake","God's Garden Kindergarten","9725 Fayetteville Road","Raleigh","NC",27603,NA,"Religious",635933.070523604,210383.133534832
956,956,59599,"Warren","Norlina Christian School","P.O. Box 757","Norlina","NC",27563,"www.norlinachristianschool.com","Religious",681919.528203105,299261.992609194
957,957,85609,"Watauga","Grace Academy","P.O. Box 1212","Boone","NC",28607,"www.graceacademyboone.com","Religious",370372.255924938,274938.967953475
958,958,100538,"Wake","Grace Christian College Prep Acad","1120 Kingman Dr","Knightdale","NC",27545,NA,"Religious",653908.316298569,225350.268087884
959,959,59601,"Watauga","Mountain Pathways School","453 Howard's Creek Road","Boone","NC",28607,"www.mountainpathways.org","Independent",370289.537900243,279658.082558429
960,960,100561,"Wayne","Asperger Connection School","503 Glendale Drive","Pikeville","NC",27863,"www.theaspergerconnectionschool.org","Independent",692562.28526893,192643.712425085
961,961,72656,"Wayne","Children's House Montessori Sch","P.O. Box 11539","Goldsboro","NC",27532,"www.childrenshouseinc.com","Independent",705503.240144969,180473.282453211
962,962,59589,"Wake","Grace Christian School","1101 Buck Jones Road","Raleigh","NC",27606,"www.gracechristian.net","Religious",633094.507564111,224085.478814868
963,963,115773,"Wake","Grove School of Cary","2590 Laura Duncan Road","Cary","NC",27513,"www.groveschool.com","Independent",625571.700273017,223401.053788306
964,964,66177,"Wayne","D. S. Simmons Academy","900 11th Street","Goldsboro","NC",27530,"www.dssimmonsacademy.com","Religious",703075.012829761,183716.544587813
965,965,108119,"Wake","Hatcher Grove Chr Acad & Lrng Ctr","3404 Davis Drive","Cary","NC",27519,NA,"Religious",623361.03324204,229009.499112384
966,966,59602,"Wayne","Faith Christian Academy","1200 W. Grantham Street","Goldsboro","NC",27530,"www.fcagoldsboro.com","Religious",699281.758249634,183473.015007444
967,967,59309,"Wake","Heartwood Montessori School","112 Byrum Street","Cary","NC",27511,"www.heartwoodmontessori.com","Independent",629472.516765202,225336.863204692
968,968,118099,"Wayne","New Independence Academy","PO Box 125","Pikeville","NC",27863,NA,"Independent",698425.658371955,191244.633827262
969,969,59581,"Wake","Heritage Christian Academy","615 Mack Todd Road","Zebulon","NC",27597,"www.hca-nc.org","Religious",670398.156613058,229547.238991575
970,970,59650,"Wayne","Pathway Christian Academy","P.O. Box 1895","Goldsboro","NC",27533,"www.pathwayacademy.org","Religious",701079.620627233,181658.602971982
971,971,59587,"Wake","Hilltop Christian School","10212 Fayetteville Road","Fuquay-Varina","NC",27526,"www.hilltopchurch.com","Religious",634860.25281903,208207.517124135
972,972,59634,"Wayne","Rhema Christian Academy","323 Whitfield Drive","Goldsboro","NC",27530,NA,"Religious",699442.092081442,181566.219120776
973,973,66171,"Wake","Hopewell Academy","101 Preston Executive Drive","Cary","NC",27513,"www.hopewellacademy.org","Independent",625326.312377129,226488.173624774
974,974,59603,"Wayne","St. Mary Catholic School","1601 Edgerton Street","Goldsboro","NC",27530,"www.smsgoldsboro.org","Religious",703245.414362415,181991.529061364
975,975,59604,"Wayne","Wayne Christian School","1201 Patetown Road","Goldsboro","NC",27530,"www.waynechristian.org","Religious",703638.167637605,185431.754403561
976,976,59605,"Wayne","Wayne Country Day School","480 Country Day Road","Goldsboro","NC",27530,"www.waynecountryday.com","Independent",703795.745982888,184269.65615442
977,977,59267,"Wayne","Wayne Montessori School","P.O. Box 10646","Goldsboro","NC",27532,"www.wayne-montessori.org","Independent",705503.240144969,180473.282453211
978,978,59282,"Wayne","Wayne Multi-Purpose Juvenile Sch.","1703 O'Berry Center Road","Goldsboro","NC",27530,NA,"Religious",696862.364878868,183684.09060364
979,979,59765,"Wilkes","Gordon Baptist Christian School","285 Boone Trail","North Wilkesboro","NC",28659,"www.gordonbaptist.com","Religious",414380.861688227,269623.781119835
980,980,59635,"Wilkes","Harvest Time Christian Acad.","398 Winston Street","Wilkesboro","NC",28659,NA,"Religious",416888.060545011,268552.324114159
981,981,59742,"Wilkes","Millers Creek Christian School","P.O. Box 559","Millers Creek","NC",28651,"www.millerscreekchristianschool.org","Religious",408508.09437224,273086.008762848
982,982,92126,"Wilson","Building Blocks Montessori School","3960 Lake Wilson Road","Wilson","NC",27896,"www.buildingblocksmontessori.net","Independent",705564.405629857,225030.560442967
983,983,72657,"Wilson","Charis Prep School","P.O. Box 547","Wilson","NC",27894,"www.charis-prep.com","Religious",707562.115992028,219254.216663063
984,984,59766,"Wilson","Community Christian School","5160 Packhouse Road N.W.","Wilson","NC",27896,"www.ccs-cyclones.com","Religious",702904.701922325,225950.617191335
985,985,59606,"Wilson","Garnett Christian Academy","4747 Lake Wilson Road","Elm City","NC",27822,NA,"Religious",709597.216714251,228167.797087105
986,986,112129,"Wilson","Great Accomplishments Acad.","3011 NC Hwy 42 W, Ste 138","Wilson","NC",27893,"www.gaautismacademy.com","Independent",704050.390948869,219043.829972526
987,987,59607,"Wilson","Greenfield School","3351 NC Hwy 42 West","Wilson","NC",27893,"www.greenfieldschool.org","Independent",703058.585965513,219145.570368331
988,988,59608,"Wilson","Wilson Christian Academy","P.O. Box 3818","Wilson","NC",27895,"www.wilsonchristian.com","Religious",705651.594305239,219218.837205438
989,989,59680,"Yadkin","Faith Fellowship School","P.O. Box 1279","Yadkinville","NC",27055,NA,"Religious",460254.857133179,265619.073150923
990,990,59609,"Yadkin","Whispering Pines Chr. Day Sch.","5321 Saint Paul Church Rd.","Hamptonville","NC",27020,NA,"Religious",443052.868004792,260370.358203409
991,991,59610,"Yancey","Arthur Morgan School","60 AMS Circle","Burnsville","NC",28714,"www.arthurmorganschool.org","Independent",320493.179071869,236673.17340216
992,992,108848,"Yancey","Genesis Academy","1867 State Hwy 19E","Burnsville","NC",28715,NA,"Religious",278721.054542135,205629.891467093
993,993,59636,"Yancey","Yancey County Chr. School","P.O. Box 1437","Burnsville","NC",28714,NA,"Religious",311753.231400297,245527.603527499
